250000, 108927252 
250000, 100582086 
250000, 98142812 
250000, 88943265 
250000, 94967176 
250000, 91962809 
250000, 89954429 
250000, 87250485 
250000, 94457371 
250000, 101425536 
500000, 235970507 
500000, 168909305 
500000, 153337853 
500000, 191496159 
500000, 140258967 
500000, 142812499 
500000, 160459573 
500000, 136652582 
500000, 133422209 
500000, 135036463 
1000000, 270224686 
1000000, 272288564 
1000000, 310044831 
1000000, 259237955 
1000000, 253111213 
1000000, 254293300 
1000000, 897549179 
1000000, 219383294 
1000000, 723629220 
1000000, 809097530 
2500000, 807988608 
2500000, 1286568298 
2500000, 441631318 
2500000, 1387077428 
2500000, 455675333 
2500000, 460477565 
2500000, 945942932 
2500000, 947445702 
2500000, 450215848 
2500000, 898071210 
5000000, 1184972717 
5000000, 1639825048 
5000000, 831362377 
5000000, 2613693009 
5000000, 875093000 
5000000, 2593895897 
5000000, 1686645054 
5000000, 1640846961 
5000000, 1510935792 
5000000, 1289381023 
10000000, 3446749838 
10000000, 2106582679 
10000000, 2075981053 
10000000, 1912316808 
10000000, 3096556814 
10000000, 3035521240 
10000000, 2841912884 
10000000, 2203565381 
10000000, 3192380373 
10000000, 1950450509
